,article_name,article_quality,country,population,revision_id
419,Patrick Kayemba,Stub,Uganda,"40,141,000",795404749
420,Alengot Oromait,Start,Uganda,"40,141,000",795458281
421,Beti Kamya-Turwomwe,C,Uganda,"40,141,000",796177970
422,Abdu Katuntu,Start,Uganda,"40,141,000",796406864
423,Loyce Biira Bwambale,Start,Uganda,"40,141,000",796684047
424,Mike Kennedy Sebalu,Stub,Uganda,"40,141,000",796694225
425,Miria Matembe,Start,Uganda,"40,141,000",796695675
426,Kalema of Buganda,Start,Uganda,"40,141,000",796808819
427,Maria Mutagamba,C,Uganda,"40,141,000",796899099
428,Sarah Achieng Opendi,Start,Uganda,"40,141,000",796991691
429,Benedicto Kiwanuka,Start,Uganda,"40,141,000",797399615
430,Yusuf Lule,Start,Uganda,"40,141,000",797449179
431,Miria Obote,Stub,Uganda,"40,141,000",797874277
432,Grace Akello,Start,Uganda,"40,141,000",798483499
433,Joyce Moriku,Start,Uganda,"40,141,000",798506935
434,David Karubanga,Stub,Uganda,"40,141,000",799178559
435,Peter Takirambudde,Stub,Uganda,"40,141,000",799513148
436,Mustafa Adrisi,Stub,Uganda,"40,141,000",799651351
437,Rose Namayanja,C,Uganda,"40,141,000",800003733
438,Timeline of Kampala,C,Uganda,"40,141,000",800090136
439,Dora Byamukama,Stub,Uganda,"40,141,000",800350710
440,Kirya Balaki Kebba,C,Uganda,"40,141,000",800452152
441,Ismail Ogama,Stub,Uganda,"40,141,000",800595514
442,Kassiano Wadri,Stub,Uganda,"40,141,000",800595577
443,Abraham Waligo,Stub,Uganda,"40,141,000",800900766
444,Rebecca Kadaga,C,Uganda,"40,141,000",800965489
445,Emma Boona,C,Uganda,"40,141,000",801577218
446,Augustine Nshimye,Start,Uganda,"40,141,000",801836959
447,Ibrahim Ssemujju Nganda,Start,Uganda,"40,141,000",801874546
448,Paulo Muwanga,C,Uganda,"40,141,000",802211455
449,Christopher Kibanzanga,Start,Uganda,"40,141,000",802286792
450,Ezekiel Tenywa Wako of Busoga,Stub,Uganda,"40,141,000",802517620
451,Robert Kyagulanyi Ssentamu,GA,Uganda,"40,141,000",802822017
452,Mariam Najjemba,Start,Uganda,"40,141,000",802972400
453,Bernadette Olowo,Stub,Uganda,"40,141,000",803360897
454,Monica Azuba Ntege,Start,Uganda,"40,141,000",803417110
455,Benna Namugwanya,Start,Uganda,"40,141,000",804317144
456,Dorothy Hyuha,Start,Uganda,"40,141,000",804643751
457,Sam Cheptoris,Start,Uganda,"40,141,000",804781815
458,Betty Oyella Bigombe,C,Uganda,"40,141,000",804829931
459,Muwenda Mutebi II of Buganda,C,Uganda,"40,141,000",804856220
460,Nabilah Naggayi Sempala,Start,Uganda,"40,141,000",804883827
461,Charles Mayiga,Start,Uganda,"40,141,000",804903944
462,Muteesa I of Buganda,Start,Uganda,"40,141,000",805179937
463,Mwanga II of Buganda,C,Uganda,"40,141,000",805289323
464,Idi Amin,B,Uganda,"40,141,000",805328243
465,Irene Muloni,Start,Uganda,"40,141,000",805393764
466,Gershom Sizomu,Start,Uganda,"40,141,000",805409966
467,Specioza Kazibwe,Start,Uganda,"40,141,000",805435381
468,Janet Museveni,C,Uganda,"40,141,000",805463795
469,Evelyn Anite,C,Uganda,"40,141,000",805660978
470,Betty Amongi,Start,Uganda,"40,141,000",805668648
471,Cecilia Ogwal,Start,Uganda,"40,141,000",805668810
472,Doreen Amule,Start,Uganda,"40,141,000",805678630
473,Muhammad Nsereko,C,Uganda,"40,141,000",806171535
474,Betty Nambooze,Start,Uganda,"40,141,000",806171836
475,Barbara Nekesa Oundo,Start,Uganda,"40,141,000",806276711
476,Oliver Wonekha,Start,Uganda,"40,141,000",806276835
477,Margaret Zziwa,Start,Uganda,"40,141,000",806337809
478,Mutesa II of Buganda,C,Uganda,"40,141,000",806741960
479,Ignatius K. Musaazi,C,Uganda,"40,141,000",807146511
480,Princess Elizabeth Nantale Mulondo,Start,Uganda,"40,141,000",807467793
481,Template:Namibia-politician-stub,Stub,Namibia,"2,482,100",391862409
482,Template:Namibia-mayor-stub,Stub,Namibia,"2,482,100",444756008
483,Karlous Marx Shinohamba,Stub,Namibia,"2,482,100",706945392
484,Dawid Bezuidenhout,Stub,Namibia,"2,482,100",714705477
485,Gabes Shihepo,Stub,Namibia,"2,482,100",714887791
486,Themistokles Dudu Murorua,Stub,Namibia,"2,482,100",715035025
487,Johannes Nakwafila,Stub,Namibia,"2,482,100",715168821
488,Kaire Mbuende,Stub,Namibia,"2,482,100",715193056
489,Jhonny Haikella Hakaye,Stub,Namibia,"2,482,100",715558961
490,Rihupisa Justus Kandando,Stub,Namibia,"2,482,100",715716890
491,Sebastian Ignatius ǃGobs,Stub,Namibia,"2,482,100",715737685
492,Hans Booys,Stub,Namibia,"2,482,100",716991969
493,Isak Katali,Stub,Namibia,"2,482,100",717212350
494,Paulus Kapia,Stub,Namibia,"2,482,100",717631584
495,Johannes Isaaks,Stub,Namibia,"2,482,100",717961259
496,Usko Nghaamwa,Stub,Namibia,"2,482,100",719244071
497,Nangolo Ithete,Stub,Namibia,"2,482,100",719408472
498,Solomon Witbooi,Stub,Namibia,"2,482,100",719434480
499,Willem Appollus,Stub,Namibia,"2,482,100",719595059
500,Reggie Diergaardt,Stub,Namibia,"2,482,100",719824825
501,Hadino Hishongwa,Stub,Namibia,"2,482,100",719949040
502,Erastus Tjejamba,Stub,Namibia,"2,482,100",720139575
503,Gottlob Mbaukua,Stub,Namibia,"2,482,100",720139591
504,Ambrosius Haingura,Stub,Namibia,"2,482,100",721140900
505,John Shaetonhodi,Stub,Namibia,"2,482,100",721902067
506,Theofelus Eiseb,Stub,Namibia,"2,482,100",725653685
507,Hilma Nicanor,Stub,Namibia,"2,482,100",725836779
508,Johan de Waal,Start,Namibia,"2,482,100",726241234
509,Leon Jooste,Stub,Namibia,"2,482,100",726241279
510,Eben van Zijl,Start,Namibia,"2,482,100",726241614
511,Kalla Gertze,Start,Namibia,"2,482,100",726549300
512,Festus Ueitele,Stub,Namibia,"2,482,100",726575925
513,Moses Amweelo,Stub,Namibia,"2,482,100",726634885
514,Paul Smit,Start,Namibia,"2,482,100",726685653
515,Alpheus Muheua,Stub,Namibia,"2,482,100",726826653
516,Tjekero Tweya,Start,Namibia,"2,482,100",732970610
517,Lawrence Sampofu,Stub,Namibia,"2,482,100",735098018
518,Marten Kapewasha,Stub,Namibia,"2,482,100",736632076
519,Mose Penaani Tjitendero,Stub,Namibia,"2,482,100",737894808
520,Clemens Kashuupulwa,Stub,Namibia,"2,482,100",739326407
521,Muesee Kazapua,Stub,Namibia,"2,482,100",742567576
522,Jan de Wet,Start,Namibia,"2,482,100",749312888
523,Auguste Xoagus,Stub,Namibia,"2,482,100",749384677
524,Arnold Tjihuiko,Stub,Namibia,"2,482,100",749557521
525,Hafeni Ndemula,Stub,Namibia,"2,482,100",750064392
526,Billy Mwaningange,Stub,Namibia,"2,482,100",750168721
527,Thimoteus Tjamuaha,Stub,Namibia,"2,482,100",750423258
528,Ignatius Shixwameni,Stub,Namibia,"2,482,100",756962215
529,Hansina Christiaan,Stub,Namibia,"2,482,100",757074156
530,Elma Dienda,Stub,Namibia,"2,482,100",757074197
531,Clara Gowases,Stub,Namibia,"2,482,100",757074271
532,Petrina Haingura,Stub,Namibia,"2,482,100",757074308
533,Agnes Kafula,Stub,Namibia,"2,482,100",757075026
534,Rosa Kavara,Stub,Namibia,"2,482,100",757075263
535,Ngohauvi Lydia Kavetu,Stub,Namibia,"2,482,100",757075306
536,Agnes Limbo,Start,Namibia,"2,482,100",757075328
537,Teopolina Mushelenga,Start,Namibia,"2,482,100",757075486
538,Pashukeni Shoombe,Stub,Namibia,"2,482,100",757076190
539,Katrina Hanse-Himarwa,Stub,Namibia,"2,482,100",757565608
540,Henock Kankoshi,Stub,Namibia,"2,482,100",757916897
541,Ida Hoffmann,Stub,Namibia,"2,482,100",758853149
542,Sirkka Ausiku,Stub,Namibia,"2,482,100",763773708
543,Royal /Ui/o/oo,Stub,Namibia,"2,482,100",765635399
544,Andrew Matjila,Stub,Namibia,"2,482,100",767169616
545,Nathaniel Maxuilili,Stub,Namibia,"2,482,100",768127257
546,Richard Kamwi,Start,Namibia,"2,482,100",768705466
547,Joel Kaapanda,Start,Namibia,"2,482,100",768706125
548,Rebecca Ndjoze-Ojo,Start,Namibia,"2,482,100",768706805
549,Pohamba Shifeta,Start,Namibia,"2,482,100",768706876
550,Uahekua Herunga,Stub,Namibia,"2,482,100",768707364
551,Silvia Makgone,Stub,Namibia,"2,482,100",768707856
552,Uilika Nambahu,Stub,Namibia,"2,482,100",768797762
553,Pauline Dempers,Start,Namibia,"2,482,100",768809413
554,Kovambo Nujoma,Start,Namibia,"2,482,100",768878536
555,Penehupifo Pohamba,Start,Namibia,"2,482,100",770535053
556,Hendrik Witbooi (politician),Start,Namibia,"2,482,100",772596247
557,Ben Amathila,Start,Namibia,"2,482,100",773039495
558,Heiko Lucks,Stub,Namibia,"2,482,100",773070957
559,Netumbo Nandi-Ndaitwah,Start,Namibia,"2,482,100",773073864
560,Erasmus Hendjala,Stub,Namibia,"2,482,100",773588389
561,Cornelius Thuhageni Njoba,Stub,Namibia,"2,482,100",774841020
562,Jurie Viljoen,Start,Namibia,"2,482,100",777857622
563,Kandy Nehova,Stub,Namibia,"2,482,100",778252266
564,Laura McLeod-Katjirua,Start,Namibia,"2,482,100",779986740
565,Lempy Lucas,Start,Namibia,"2,482,100",780240233
566,Jager Afrikaner,Start,Namibia,"2,482,100",781797749
567,Jan Jonker Afrikaner,Stub,Namibia,"2,482,100",781797819
568,Usutuaije Maamberua,Start,Namibia,"2,482,100",782432741
569,Lucia Witbooi,Stub,Namibia,"2,482,100",782487405
570,Philemon Moongo,Start,Namibia,"2,482,100",782702063
571,Margaret Mensah-Williams,Start,Namibia,"2,482,100",783424239
572,Marlene Mungunda,Stub,Namibia,"2,482,100",783659445
573,Matheus Shikongo,Stub,Namibia,"2,482,100",783936425
574,Hendrina Afrikaner,Stub,Namibia,"2,482,100",785009070
575,Nickey Iyambo,C,Namibia,"2,482,100",785237742
576,Willem Konjore,Stub,Namibia,"2,482,100",785239830
577,Christian Afrikaner,Stub,Namibia,"2,482,100",785267613
578,Manasse ǃNoreseb,GA,Namibia,"2,482,100",787159099
579,Emil Appolus,Start,Namibia,"2,482,100",787547117
580,Saara Kuugongelwa,Start,Namibia,"2,482,100",787813373
581,Bernhardt Esau,Start,Namibia,"2,482,100",787890930
582,John Pandeni,Start,Namibia,"2,482,100",788618481
583,Loide Kasingo,Start,Namibia,"2,482,100",788620617
584,Anton von Wietersheim,Stub,Namibia,"2,482,100",789457805
585,Emma Tuahepa,Stub,Namibia,"2,482,100",789936651
586,Template:Namibian-politician-stub,Stub,Namibia,"2,482,100",789946235
587,Asser Mbai,Stub,Namibia,"2,482,100",789979998
588,Piet van der Walt,Stub,Namibia,"2,482,100",790732456
589,Tom Alweendo,Stub,Namibia,"2,482,100",790926872
590,Jeremia Nambinga,Stub,Namibia,"2,482,100",790971471
591,Lucia Basson,Stub,Namibia,"2,482,100",791521544
592,Monica Geingos,Stub,Namibia,"2,482,100",792295818
593,Albert Kawana,Start,Namibia,"2,482,100",792363345
594,Buddy Wentworth,Stub,Namibia,"2,482,100",792553915
595,Bernadus Swartbooi,Stub,Namibia,"2,482,100",792730125
596,Sophia Shaningwa,Stub,Namibia,"2,482,100",793644087
597,Clemens Kapuuo,Start,Namibia,"2,482,100",794649810
598,Joseph Obgeb Jimmy,Stub,Namibia,"2,482,100",797028914
599,Andreas Shipanga,C,Namibia,"2,482,100",797218947
600,Hermanus Beukes,Start,Namibia,"2,482,100",797219044
601,Elaine Trepper,Stub,Namibia,"2,482,100",797422099
602,Anton Lubowski,Start,Namibia,"2,482,100",797926029
603,John Ya-Otto,Stub,Namibia,"2,482,100",798445586
604,Peya Mushelenga,Start,Namibia,"2,482,100",798678085
605,Rosa Namises,C,Namibia,"2,482,100",798722629
606,Mohammed Stuart,Stub,Namibia,"2,482,100",799023818
607,David Namwandi,Start,Namibia,"2,482,100",799202571
608,Dawid Boois,Start,Namibia,"2,482,100",799283073
609,Nora Schimming-Chase,Stub,Namibia,"2,482,100",799298806
610,Peter Naholo,Stub,Namibia,"2,482,100",799511171
611,Monica Nashandi,Start,Namibia,"2,482,100",799557543
612,Sakaria Nashandi,Stub,Namibia,"2,482,100",799557683
613,Penda Ya Ndakolo,Stub,Namibia,"2,482,100",799557832
614,Wilfried Emvula,Stub,Namibia,"2,482,100",799559369
615,Elia Kaiyamo,Start,Namibia,"2,482,100",799560238
616,Marx Nekongo,Stub,Namibia,"2,482,100",799561144
617,Priscilla Beukes,Stub,Namibia,"2,482,100",799566361
618,Philemon Malima,Start,Namibia,"2,482,100",799949216
619,Rosalia Nghidinwa,Start,Namibia,"2,482,100",800002912
620,Rudolph Kamburona,Stub,Namibia,"2,482,100",800014905
621,Samuel Mbambo,Start,Namibia,"2,482,100",800067483
622,Brendan Simbwaye,Start,Namibia,"2,482,100",800092405
623,First Lady of Namibia,Stub,Namibia,"2,482,100",800356701
624,Doreen Sioka,Start,Namibia,"2,482,100",800360997
625,Steve Bezuidenhout,Stub,Namibia,"2,482,100",800697620
626,Erastus Uutoni,Start,Namibia,"2,482,100",801845003
627,Pendukeni Iivula-Ithana,C,Namibia,"2,482,100",803055843
628,Nehale Mpingana,Start,Namibia,"2,482,100",803403039
629,John Mabuku,Stub,Namibia,"2,482,100",804447986
630,Libertina Amathila,Start,Namibia,"2,482,100",804939484
631,Frans Indongo,Start,Namibia,"2,482,100",804964495
632,Eric Biwa,Stub,Namibia,"2,482,100",804964895
633,Steve Mogotsi,Start,Namibia,"2,482,100",805008003
634,Clara Bohitile,Start,Namibia,"2,482,100",805008074
635,Michael Goreseb,Stub,Namibia,"2,482,100",805053642
636,Lydia Katjita,Start,Namibia,"2,482,100",805054018
637,Asser Kuveri Kapere,Start,Namibia,"2,482,100",805055267
638,Immanuel Ngatjizeko,Start,Namibia,"2,482,100",805120872
639,Elijah Ngurare,Start,Namibia,"2,482,100",805772941
640,Sacky Shanghala,Stub,Namibia,"2,482,100",805855320
641,Angelika Muharukua,Start,Namibia,"2,482,100",805981237
642,Martin Andjaba,Stub,Namibia,"2,482,100",806653470
643,Jonker Afrikaner,Start,Namibia,"2,482,100",806995404
644,Kanuni (hompa),Start,Namibia,"2,482,100",807120122
645,Gustaphine Tjombe,Stub,Namibia,"2,482,100",807168546
646,Template:Nigeria-politician-stub,Stub,Nigeria,"181,839,400",391862819
647,Template:Nigeria-diplomat-stub,Stub,Nigeria,"181,839,400",548342756
648,Template:Nigeria-activist-stub,Stub,Nigeria,"181,839,400",563278068
649,Aliyu Ibrahim Gebi,Stub,Nigeria,"181,839,400",639021339
650,Azeez Issa Adesiji,Stub,Nigeria,"181,839,400",671511760
651,Salisu Buhari,Stub,Nigeria,"181,839,400",677435096
652,Template:RiversState-politician-stub,Stub,Nigeria,"181,839,400",683127263
653,Template:Abia State-politician-stub,Stub,Nigeria,"181,839,400",683996491
654,Igwe Aja-Nwachukwu,Stub,Nigeria,"181,839,400",691389889
655,Christopher Nwankwo,Stub,Nigeria,"181,839,400",696479863
656,Henry Ajomale,Stub,Nigeria,"181,839,400",704094181
657,Kolapo Ishola,Start,Nigeria,"181,839,400",704235837
658,Philip O. Emafo,Stub,Nigeria,"181,839,400",704719275
659,Gidado dan Laima,Start,Nigeria,"181,839,400",705586751
660,Jolly Nyame,Stub,Nigeria,"181,839,400",706146554
661,Michael Botmang,Stub,Nigeria,"181,839,400",709667983
662,Aliyu Musa,Stub,Nigeria,"181,839,400",710281144
663,Suleiman Takuma,Start,Nigeria,"181,839,400",710317252
664,Igwegbe Odum,Stub,Nigeria,"181,839,400",710422165
665,Isaac Shaahu,Stub,Nigeria,"181,839,400",710510120
666,Ahmed Musa (politician),Stub,Nigeria,"181,839,400",710510264
667,John Kadiya,Stub,Nigeria,"181,839,400",710510671
668,Mahmud Tukur,Stub,Nigeria,"181,839,400",710518211
669,Dapo Sarumi,Stub,Nigeria,"181,839,400",710533184
670,Abraham Imogie,Stub,Nigeria,"181,839,400",710533207
671,Adelusi Adeluyi,Stub,Nigeria,"181,839,400",710533503
672,Samuel Edem,Stub,Nigeria,"181,839,400",710985648
673,Jacob Obande,Stub,Nigeria,"181,839,400",711417189
674,Abba Habib,Stub,Nigeria,"181,839,400",711545907
675,Ganiyu Dawodu,Stub,Nigeria,"181,839,400",711978679
676,Wahab Goodluck,Stub,Nigeria,"181,839,400",712081212
677,Eddie Mbadiwe,Stub,Nigeria,"181,839,400",712155706
678,George Agbazika Innih,Start,Nigeria,"181,839,400",712289148
679,Oluseyi Bajulaiye,Stub,Nigeria,"181,839,400",712500159
680,Vincent Eze Ogbulafor,Stub,Nigeria,"181,839,400",714196192
681,Joseph Tarka,Start,Nigeria,"181,839,400",715792629
682,Peter Onu,Stub,Nigeria,"181,839,400",716145017
683,Ayisha Osori,Start,Nigeria,"181,839,400",717055090
684,Chukwuemeka Ujam,Stub,Nigeria,"181,839,400",717185387
685,Mamuda Aliyu Shinkafi,Stub,Nigeria,"181,839,400",717224947
686,Steven Lawani,Stub,Nigeria,"181,839,400",717363689
687,John Ewerekumoh Yeri,Stub,Nigeria,"181,839,400",717535392
688,Sani Ndanusa,Start,Nigeria,"181,839,400",717537537
689,Musa Inuwa,Stub,Nigeria,"181,839,400",717577322
690,Shehu Kangiwa,Start,Nigeria,"181,839,400",717579914
691,Usman Faruk,Start,Nigeria,"181,839,400",717587144
692,Mike Attah,Stub,Nigeria,"181,839,400",717587540
693,Datti Abubakar,Stub,Nigeria,"181,839,400",717588432
694,John Kpera,Start,Nigeria,"181,839,400",717589198
695,Mustapha Ismail,Stub,Nigeria,"181,839,400",717595920
696,Joe Kalu-Igboama,Stub,Nigeria,"181,839,400",717595956
697,Tanko Zubairu,Start,Nigeria,"181,839,400",717597698
698,Sunday Tuoyo,Stub,Nigeria,"181,839,400",717601015
699,Sunday Abiodun Olukoya,Stub,Nigeria,"181,839,400",717602204
700,Tony Ene Asuquo,Stub,Nigeria,"181,839,400",717628113
701,Chukwuemeka Chikelu,Start,Nigeria,"181,839,400",717711844
702,Broderick Bozimo,Stub,Nigeria,"181,839,400",717802214
703,Olu Agunloye,Stub,Nigeria,"181,839,400",717872176
704,Saidu Barda,Start,Nigeria,"181,839,400",718146373
705,Werinipre Seibarugo,Stub,Nigeria,"181,839,400",718210388
706,Musa Usman,Start,Nigeria,"181,839,400",718225373
707,Omoniyi Caleb Olubolade,Start,Nigeria,"181,839,400",718461820
708,Sefiu Adegbenga Kaka,Stub,Nigeria,"181,839,400",719905993
709,Kingsley Esiso,Stub,Nigeria,"181,839,400",720011103
710,Ikeje Asogwa,Start,Nigeria,"181,839,400",720083087
711,Ignatius Olisemeka,Stub,Nigeria,"181,839,400",720161941
712,Alhaji Hassan Dalhat,Stub,Nigeria,"181,839,400",721581071
713,Maurice Ekpenyong,Stub,Nigeria,"181,839,400",722438087
714,Joshua M. Lidani,Stub,Nigeria,"181,839,400",722467684
715,Haliru Dantoro,Stub,Nigeria,"181,839,400",722859616
716,Patrick Ekpotu,Stub,Nigeria,"181,839,400",723745966
717,Saviour Friday Udoh,Stub,Nigeria,"181,839,400",725060895
718,Ibrahim Dasuki Jalo-Waziri,Start,Nigeria,"181,839,400",725377530
719,Stephen Oluwole Awokoya,Start,Nigeria,"181,839,400",725642924
720,Yinka Durosinmi,Start,Nigeria,"181,839,400",725668970
721,Mahmud Shinkafi,Stub,Nigeria,"181,839,400",726805368
722,Muhammed K. Abubakar,Stub,Nigeria,"181,839,400",726818559
723,Nduese Essien,Start,Nigeria,"181,839,400",726818744
724,Oladapo Afolabi,Start,Nigeria,"181,839,400",727741721
725,Lloyd Chukwuemeka,Stub,Nigeria,"181,839,400",730632839
726,Jerry Needam,Stub,Nigeria,"181,839,400",730842731
727,Ojo Maduekwe,Start,Nigeria,"181,839,400",731021539
728,Clifford Ohiagu,Stub,Nigeria,"181,839,400",731276297
729,Njoku Nnamdi,Stub,Nigeria,"181,839,400",731276344
730,Iheanacho Obioma,Stub,Nigeria,"181,839,400",731276359
731,Uchechukwu N. Maduako,Stub,Nigeria,"181,839,400",731276379
732,Anthony Eze Enwereuzor,Stub,Nigeria,"181,839,400",731276422
733,Macebuh Chinonyerem,Stub,Nigeria,"181,839,400",731276452
734,Nwakanwa Chimaobi,Stub,Nigeria,"181,839,400",731276490
735,Ameh Ebute,Stub,Nigeria,"181,839,400",731276619
736,Tanimowo Ogunlesi,Stub,Nigeria,"181,839,400",731579887
737,Raphael Nomiye,Start,Nigeria,"181,839,400",732432078
738,Elizabeth Ativie,Start,Nigeria,"181,839,400",737060177
739,Achike Udenwa,Stub,Nigeria,"181,839,400",737673853
740,Michael O. Chinda,Stub,Nigeria,"181,839,400",737771495
741,Martins Amaewhule,Stub,Nigeria,"181,839,400",737781073
742,Frank Eke,Stub,Nigeria,"181,839,400",737787109
743,Sarafa Tunji Ishola,Start,Nigeria,"181,839,400",739125240
744,John Mark Inienger,Start,Nigeria,"181,839,400",739129789
745,Adamu Waziri,Start,Nigeria,"181,839,400",739175973
746,Abubakar Sadiq A. Mohammed,Stub,Nigeria,"181,839,400",739176020
747,Aliyu Obaje,Stub,Nigeria,"181,839,400",740306640
748,L. A. Fabunmi,Stub,Nigeria,"181,839,400",740447269
749,Temi Ejoor,Start,Nigeria,"181,839,400",741172432
750,John Yakubu,Stub,Nigeria,"181,839,400",742117154
751,Boniface S. Emerengwa,Stub,Nigeria,"181,839,400",742243239
752,Abdullahi Balarabe Salame,Start,Nigeria,"181,839,400",742594594
753,Patrick Koshoni,Start,Nigeria,"181,839,400",742684693
754,Samuel Ogeh,Stub,Nigeria,"181,839,400",743083415
755,Tatari Ali,Start,Nigeria,"181,839,400",743190896
756,Odigha Odigha,Stub,Nigeria,"181,839,400",743856621
757,Aminu Safana,Stub,Nigeria,"181,839,400",743862677
758,Mohammed Bello Adoke,Start,Nigeria,"181,839,400",744087654
759,Samuel Bassey,Start,Nigeria,"181,839,400",744117777
760,Oluyemi Adeniji,Start,Nigeria,"181,839,400",744916250
761,Oseleye Ojuka,Start,Nigeria,"181,839,400",745439794
762,Edwin Ume-Ezeoke,Stub,Nigeria,"181,839,400",745595238
763,Raymond Njoku,Start,Nigeria,"181,839,400",745786235
764,Tunji Otegbeye,C,Nigeria,"181,839,400",746273474
765,Aminu Bashir Wali,Start,Nigeria,"181,839,400",746438262
766,Bashir Yuguda,Stub,Nigeria,"181,839,400",746534137
767,Frank Ajobena,Stub,Nigeria,"181,839,400",746565081
768,Yarima Ibrahim,Stub,Nigeria,"181,839,400",746756722
769,Sylvester Ugoh,Stub,Nigeria,"181,839,400",747244277
770,National Security Advisor (Nigeria),Stub,Nigeria,"181,839,400",747988410
771,Louis Mbanefo,Start,Nigeria,"181,839,400",748101471
772,Olugbenga Ashiru,Stub,Nigeria,"181,839,400",748515743
773,Nuhu Bamalli,Stub,Nigeria,"181,839,400",748633284
774,"List of Governors of Northern Region, Nigeria",Stub,Nigeria,"181,839,400",751053462
775,Adejoke Orelope-Adefulire,Stub,Nigeria,"181,839,400",751780937
776,Remi Babalola,Start,Nigeria,"181,839,400",752461243
777,Onaolapo Soleye,Stub,Nigeria,"181,839,400",752630175
778,Dahiru Mohammed,Start,Nigeria,"181,839,400",753093526
779,Dan Nwanyanwu,C,Nigeria,"181,839,400",753193542
780,Sebastian Okechukwu Mezu,Start,Nigeria,"181,839,400",753200315
781,James Shaibu Barka,Start,Nigeria,"181,839,400",753201175
782,Danburam Abubakar Nuhu,Start,Nigeria,"181,839,400",753215523
783,Tanko Yakasai,Stub,Nigeria,"181,839,400",753870254
784,Ayo Fasanmi,Start,Nigeria,"181,839,400",755225924
785,Timothy Shelpidi,Start,Nigeria,"181,839,400",755597113
786,Feyisetan Fayose,Stub,Nigeria,"181,839,400",756222460
787,Eme Okoro,Stub,Nigeria,"181,839,400",756322600
788,Chukwuemeka Ngozichineke Wogu,Start,Nigeria,"181,839,400",756392289
789,Sadiya Umar Farouq,Start,Nigeria,"181,839,400",756592132
790,Ibrahim Bunu,Start,Nigeria,"181,839,400",756731872
791,Mojisola Adekunle-Obasanjo,Stub,Nigeria,"181,839,400",756827056
792,Yetunde Onanuga,Stub,Nigeria,"181,839,400",756833464
